head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
,,,,,,,,,,,,,
"['236.0', '32.666666666666664', '1']","['222.66666666666666', '54.666666666666664', '1']","['249.33333333333331', '52.0', '1']","['208.66666666666666', '64.0', '1']","['269.3333333333333', '67.33333333333333', '1']","['212.66666666666666', '38.666666666666664', '1']","['256.66666666666663', '46.0', '1']","['216.0', '120.0', '1']","['257.3333333333333', '126.0', '1']","['212.66666666666666', '176.66666666666666', '1']","['262.66666666666663', '178.0', '1']","['196.66666666666666', '229.33333333333331', '1']","['274.66666666666663', '228.66666666666666', '1']",squat
,,,,,,,,,,,,,
"['200.66666666666666', '26.666666666666664', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['250.66666666666666', '72.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['210.0', '119.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['213.33333333333331', '176.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['210.0', '233.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']",squat
,,,,,,,,,,,,,
"['234.66666666666666', '33.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['216.66666666666666', '52.0', '1']","['254.66666666666666', '53.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['218.66666666666666', '123.33333333333333', '1']","['255.33333333333331', '122.0', '1']","['214.0', '176.0', '1']","['262.0', '175.33333333333331', '1']","['235.33333333333331', '226.0', '1']","['273.3333333333333', '229.33333333333331', '1']",squat
,,,,,,,,,,,,,
"['160.5', '87.0', '1']","['0.75', '0.75', '0']","['143.25', '114.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['128.25', '205.5', '1']","['147.75', '265.5', '1']","['118.5', '268.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",squat
,,,,,,,,,,,,,
"['152.0', '150.66666666666666', '0']","['1.3333333333333333', '1.3333333333333333', '0']","['1.3333333333333333', '1.3333333333333333', '0']","['1.3333333333333333', '1.3333333333333333', '0']","['101.33333333333333', '161.33333333333331', '1']","['1.3333333333333333', '1.3333333333333333', '0']","['1.3333333333333333', '1.3333333333333333', '0']","['1.3333333333333333', '1.3333333333333333', '0']","['158.66666666666666', '248.0', '1']","['1.3333333333333333', '1.3333333333333333', '0']","['154.66666666666666', '324.0', '1']","['1.3333333333333333', '1.3333333333333333', '0']","['158.66666666666666', '398.66666666666663', '1']",squat
,,,,,,,,,,,,,
"['141.33333333333331', '140.0', '1']","['114.66666666666666', '181.33333333333331', '1']","['160.0', '193.33333333333331', '1']","['74.66666666666666', '192.0', '1']","['133.33333333333331', '193.33333333333331', '1']","['101.33333333333333', '168.0', '1']","['152.0', '170.66666666666666', '1']","['126.66666666666666', '292.0', '1']","['156.0', '282.66666666666663', '1']","['125.33333333333333', '336.0', '1']","['154.66666666666666', '344.0', '1']","['126.66666666666666', '397.3333333333333', '1']","['160.0', '402.66666666666663', '1']",squat
,,,,,,,,,,,,,
"['140.0', '105.33333333333333', '1']","['114.66666666666666', '145.33333333333331', '1']","['170.66666666666666', '146.66666666666666', '1']","['86.66666666666666', '150.66666666666666', '1']","['204.0', '153.33333333333331', '1']","['93.33333333333333', '126.66666666666666', '1']","['193.33333333333331', '126.66666666666666', '1']","['116.0', '250.66666666666666', '1']","['165.33333333333331', '249.33333333333331', '1']","['114.66666666666666', '329.3333333333333', '1']","['165.33333333333331', '328.0', '1']","['109.33333333333333', '405.3333333333333', '1']","['173.33333333333331', '398.66666666666663', '1']",squat
,,,,,,,,,,,,,
"['239.51056338028167', '29.580985915492956', '1']","['211.83802816901408', '59.16197183098591', '1']","['0.954225352112676', '0.954225352112676', '0']","['192.75352112676055', '79.20070422535211', '1']","['260.5035211267606', '78.24647887323943', '1']","['195.6161971830986', '48.66549295774648', '1']","['269.09154929577466', '49.61971830985915', '1']","['209.92957746478874', '139.3169014084507', '1']","['258.5950704225352', '140.27112676056336', '1']","['208.97535211267603', '209.92957746478874', '1']","['264.32042253521126', '213.74647887323943', '1']","['203.25', '253.8239436619718', '1']","['271.95422535211264', '261.4577464788732', '1']",squat
,,,,,,,,,,,,,
"['250.00704225352112', '40.07746478873239', '1']","['236.64788732394365', '62.978873239436616', '1']","['267.1830985915493', '62.02464788732394', '1']","['213.74647887323943', '82.06338028169014', '1']","['274.8169014084507', '81.10915492957746', '1']","['223.28873239436618', '57.25352112676056', '1']","['273.862676056338', '56.29929577464789', '1']","['229.01408450704224', '134.54577464788733', '1']","['271.0', '133.59154929577466', '1']","['229.9683098591549', '189.89084507042253', '1']","['275.7711267605634', '187.98239436619718', '1']","['225.19718309859155', '232.83098591549293', '1']","['291.0387323943662', '238.556338028169', '1']",squat
,,,,,,,,,,,,,
"['242.3732394366197', '44.848591549295776', '1']","['225.19718309859155', '73.47535211267605', '1']","['262.4119718309859', '70.61267605633802', '0']","['208.97535211267603', '81.10915492957746', '1']","['250.9612676056338', '86.83450704225352', '1']","['213.74647887323943', '61.070422535211264', '1']","['264.32042253521126', '61.070422535211264', '1']","['229.01408450704224', '142.17957746478874', '1']","['260.5035211267606', '141.22535211267603', '1']","['225.19718309859155', '198.4788732394366', '1']","['268.13732394366195', '198.4788732394366', '1']","['221.38028169014083', '240.46478873239437', '1']","['275.7711267605634', '247.14436619718307', '1']",squat
,,,,,,,,,,,,,
"['239.51056338028167', '49.61971830985915', '1']","['214.7007042253521', '77.29225352112675', '1']","['256.6866197183098', '99.2394366197183', '0']","['201.34154929577463', '89.69718309859155', '1']","['247.14436619718307', '84.92605633802816', '1']","['202.2957746478873', '62.978873239436616', '1']","['261.4577464788732', '61.070422535211264', '1']","['217.56338028169012', '150.76760563380282', '1']","['250.00704225352112', '150.76760563380282', '1']","['213.74647887323943', '200.38732394366195', '1']","['256.6866197183098', '201.34154929577463', '1']","['214.7007042253521', '245.23591549295773', '1']","['265.2746478873239', '252.86971830985914', '1']",squat
,,,,,,,,,,,,,
"['251.25', '78.75', '1']","['240.0', '111.0', '0']","['0.75', '0.75', '0']","['277.5', '108.0', '1']","['293.25', '109.5', '1']","['253.5', '92.25', '1']","['0.75', '0.75', '0']","['246.0', '170.25', '1']","['0.75', '0.75', '0']","['246.75', '234.75', '1']","['265.5', '226.5', '1']","['236.25', '287.25', '1']","['264.0', '268.5', '1']",squat
,,,,,,,,,,,,,
"['258.0', '42.0', '1']","['1.5', '1.5', '0']","['256.5', '72.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['249.0', '136.5', '1']","['259.5', '178.5', '1']","['244.5', '177.0', '1']","['264.0', '229.5', '1']","['249.0', '229.5', '1']",squat
,,,,,,,,,,,,,
"['265.7842105263158', '78.1157894736842', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['253.39999999999998', '121.93684210526315', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['223.86842105263156', '170.52105263157895', '0']","['278.1684210526316', '215.29473684210527', '1']","['249.5894736842105', '213.38947368421051', '1']","['274.35789473684207', '249.5894736842105', '1']","['248.63684210526316', '264.8315789473684', '1']","['271.5', '299.12631578947367', '1']","['243.8736842105263', '321.9894736842105', '1']",squat
,,,,,,,,,,,,,
"['247.68421052631578', '21.910526315789472', '1']","['215.29473684210527', '53.34736842105263', '1']","['260.06842105263155', '60.96842105263158', '1']","['175.28421052631577', '76.21052631578947', '1']","['222.9157894736842', '65.73157894736842', '1']","['196.2421052631579', '50.48947368421052', '1']","['258.16315789473686', '45.72631578947368', '1']","['220.0578947368421', '146.70526315789473', '1']","['259.1157894736842', '141.94210526315788', '1']","['221.01052631578946', '217.2', '1']","['263.87894736842105', '227.67894736842103', '1']","['229.5842105263158', '261.9736842105263', '1']","['272.4526315789474', '294.36315789473684', '1']",squat
,,,,,,,,,,,,,
"['280.0736842105263', '59.06315789473684', '1']","['275.31052631578945', '99.07368421052631', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['312.4631578947368', '97.16842105263157', '1']","['354.37894736842105', '101.93157894736842', '1']","['280.0736842105263', '78.1157894736842', '1']","['321.9894736842105', '81.92631578947368', '1']","['270.5473684210526', '181.95263157894738', '1']","['304.84210526315786', '178.1421052631579', '1']","['269.59473684210525', '241.96842105263158', '1']","['303.88947368421054', '239.11052631578946', '1']","['257.2105263157895', '321.03684210526313', '1']","['300.07894736842104', '295.3157894736842', '1']",squat
,,,,,,,,,,,,,
"['252.44736842105263', '35.24736842105263', '1']","['228.6315789473684', '70.49473684210525', '1']","['261.0210526315789', '76.21052631578947', '1']","['182.90526315789472', '91.45263157894736', '1']","['220.0578947368421', '93.3578947368421', '1']","['207.67368421052632', '62.873684210526314', '1']","['250.54210526315788', '67.63684210526316', '1']","['224.82105263157894', '192.43157894736842', '1']","['234.34736842105264', '173.37894736842105', '1']","['219.10526315789474', '248.63684210526316', '1']","['250.54210526315788', '252.44736842105263', '1']","['221.96315789473684', '294.36315789473684', '1']","['261.0210526315789', '318.17894736842106', '1']",squat
,,,,,,,,,,,,,
"['219.10526315789474', '34.29473684210526', '1']","['188.62105263157895', '73.35263157894737', '1']","['239.11052631578946', '80.02105263157894', '1']","['150.5157894736842', '88.59473684210526', '1']","['182.90526315789472', '96.21578947368421', '1']","['176.23684210526315', '61.921052631578945', '1']","['224.82105263157894', '59.06315789473684', '1']","['186.7157894736842', '174.33157894736843', '1']","['234.34736842105264', '167.66315789473683', '1']","['190.52631578947367', '232.44210526315788', '1']","['230.53684210526316', '241.96842105263158', '1']","['199.1', '294.36315789473684', '1']","['249.5894736842105', '321.9894736842105', '1']",squat
,,,,,,,,,,,,,
"['264.8315789473684', '31.436842105263157', '1']","['253.39999999999998', '79.06842105263158', '1']","['309.60526315789474', '66.68421052631578', '1']","['288.64736842105265', '103.83684210526316', '1']","['351.5210526315789', '89.54736842105262', '1']","['261.9736842105263', '56.205263157894734', '1']","['330.56315789473683', '50.48947368421052', '1']","['263.87894736842105', '181.95263157894738', '1']","['305.79473684210524', '168.6157894736842', '1']","['258.16315789473686', '262.9263157894737', '1']","['303.88947368421054', '249.5894736842105', '1']","['243.8736842105263', '335.32631578947365', '0']","['307.7', '296.2684210526316', '1']",squat
,,,,,,,,,,,,,
"['249.5894736842105', '47.63157894736842', '1']","['222.9157894736842', '93.3578947368421', '1']","['279.12105263157895', '80.02105263157894', '1']","['241.96842105263158', '120.03157894736842', '1']","['313.4157894736842', '103.83684210526316', '1']","['232.44210526315788', '75.2578947368421', '1']","['296.2684210526316', '71.44736842105263', '1']","['236.25263157894736', '180.04736842105262', '1']","['281.0263157894737', '175.28421052631577', '1']","['235.29999999999998', '246.7315789473684', '1']","['269.59473684210525', '237.20526315789473', '1']","['225.7736842105263', '311.51052631578943', '1']","['262.9263157894737', '284.83684210526314', '1']",squat
,,,,,,,,,,,,,
"['276.2631578947368', '57.1578947368421', '1']","['258.16315789473686', '99.07368421052631', '1']","['307.7', '88.59473684210526', '1']","['307.7', '112.41052631578947', '1']","['338.1842105263158', '105.7421052631579', '1']","['273.40526315789475', '80.97368421052632', '1']","['323.89473684210526', '74.30526315789473', '1']","['265.7842105263158', '201.00526315789472', '1']","['315.32105263157894', '197.19473684210524', '1']","['265.7842105263158', '268.6421052631579', '1']","['310.5578947368421', '248.63684210526316', '1']","['256.2578947368421', '309.60526315789474', '1']","['299.12631578947367', '286.7421052631579', '1']",squat
,,,,,,,,,,,,,
"['287.69473684210527', '33.34210526315789', '1']","['265.7842105263158', '83.83157894736841', '1']","['319.1315789473684', '73.35263157894737', '1']","['312.4631578947368', '104.78947368421052', '1']","['360.09473684210525', '92.40526315789474', '1']","['280.0736842105263', '60.96842105263158', '1']","['330.56315789473683', '57.1578947368421', '1']","['258.16315789473686', '154.32631578947368', '1']","['308.65263157894736', '174.33157894736843', '1']","['265.7842105263158', '245.77894736842103', '1']","['293.41052631578947', '237.20526315789473', '1']","['261.0210526315789', '320.08421052631576', '1']","['301.0315789473684', '290.55263157894734', '1']",squat
,,,,,,,,,,,,,
"['195.28947368421052', '20.005263157894735', '1']","['179.09473684210525', '59.06315789473684', '1']","['226.7263157894737', '49.536842105263155', '1']","['231.4894736842105', '69.5421052631579', '1']","['271.5', '72.39999999999999', '1']","['181.95263157894738', '40.01052631578947', '1']","['244.82631578947368', '41.91578947368421', '1']","['191.47894736842105', '154.32631578947368', '1']","['232.44210526315788', '151.46842105263158', '1']","['189.5736842105263', '241.0157894736842', '1']","['228.6315789473684', '219.10526315789474', '1']","['184.81052631578947', '307.7', '1']","['226.7263157894737', '283.88421052631577', '1']",squat
,,,,,,,,,,,,,
"['230.53684210526316', '23.81578947368421', '1']","['211.4842105263158', '68.58947368421052', '1']","['265.7842105263158', '75.2578947368421', '1']","['240.06315789473683', '101.93157894736842', '1']","['308.65263157894736', '100.97894736842105', '1']","['216.2473684210526', '47.63157894736842', '1']","['288.64736842105265', '59.06315789473684', '1']","['213.38947368421051', '175.28421052631577', '1']","['261.0210526315789', '174.33157894736843', '1']","['218.15263157894736', '261.9736842105263', '1']","['263.87894736842105', '237.20526315789473', '1']","['197.19473684210524', '325.8', '1']","['260.06842105263155', '299.12631578947367', '1']",squat
,,,,,,,,,,,,,
"['230.53684210526316', '40.96315789473684', '1']","['205.76842105263157', '80.02105263157894', '1']","['248.63684210526316', '89.54736842105262', '1']","['164.80526315789473', '97.16842105263157', '1']","['208.62631578947367', '95.26315789473684', '1']","['192.43157894736842', '64.77894736842104', '1']","['237.20526315789473', '56.205263157894734', '1']","['192.43157894736842', '180.04736842105262', '1']","['231.4894736842105', '179.09473684210525', '1']","['198.14736842105262', '240.06315789473683', '1']","['226.7263157894737', '252.44736842105263', '1']","['209.57894736842104', '298.1736842105263', '1']","['243.8736842105263', '323.89473684210526', '1']",squat
,,,,,,,,,,,,,
"['183.8578947368421', '40.96315789473684', '1']","['176.23684210526315', '98.12105263157895', '1']","['219.10526315789474', '85.73684210526315', '1']","['216.2473684210526', '116.22105263157894', '1']","['258.16315789473686', '111.4578947368421', '1']","['175.28421052631577', '84.78421052631579', '1']","['245.77894736842103', '78.1157894736842', '1']","['185.76315789473682', '185.76315789473682', '1']","['228.6315789473684', '167.66315789473683', '1']","['184.81052631578947', '244.82631578947368', '1']","['225.7736842105263', '234.34736842105264', '1']","['177.18947368421053', '310.5578947368421', '1']","['224.82105263157894', '286.7421052631579', '1']",squat
,,,,,,,,,,,,,
"['214.3421052631579', '23.81578947368421', '1']","['199.1', '76.21052631578947', '1']","['250.54210526315788', '61.921052631578945', '1']","['245.77894736842103', '85.73684210526315', '1']","['296.2684210526316', '81.92631578947368', '1']","['212.43684210526314', '53.34736842105263', '1']","['270.5473684210526', '54.3', '1']","['205.76842105263157', '184.81052631578947', '1']","['266.7368421052631', '171.4736842105263', '1']","['219.10526315789474', '263.87894736842105', '1']","['262.9263157894737', '237.20526315789473', '1']","['213.38947368421051', '326.75263157894733', '1']","['259.1157894736842', '299.12631578947367', '1']",squat
,,,,,,,,,,,,,
"['234.34736842105264', '52.39473684210526', '1']","['217.2', '86.68947368421053', '1']","['259.1157894736842', '80.02105263157894', '1']","['250.54210526315788', '86.68947368421053', '1']","['293.41052631578947', '81.92631578947368', '1']","['219.10526315789474', '67.63684210526316', '1']","['270.5473684210526', '68.58947368421052', '1']","['217.2', '167.66315789473683', '1']","['268.6421052631579', '164.80526315789473', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['266.7368421052631', '242.92105263157893', '1']","['211.4842105263158', '305.79473684210524', '1']","['264.8315789473684', '281.978947368421', '1']",squat
,,,,,,,,,,,,,
"['279.12105263157895', '60.01578947368421', '1']","['252.44736842105263', '91.45263157894736', '1']","['302.93684210526317', '100.97894736842105', '1']","['201.00526315789472', '117.17368421052632', '1']","['259.1157894736842', '117.17368421052632', '1']","['230.53684210526316', '80.02105263157894', '1']","['302.93684210526317', '75.2578947368421', '1']","['242.92105263157893', '218.15263157894736', '0']","['288.64736842105265', '215.29473684210527', '1']","['243.8736842105263', '283.88421052631577', '1']","['285.7894736842105', '299.12631578947367', '1']","['243.8736842105263', '351.5210526315789', '1']","['0.9526315789473684', '0.9526315789473684', '0']",squat
,,,,,,,,,,,,,
"['229.5842105263158', '42.868421052631575', '1']","['218.15263157894736', '84.78421052631579', '1']","['262.9263157894737', '77.16315789473684', '1']","['264.8315789473684', '100.02631578947368', '1']","['296.2684210526316', '98.12105263157895', '1']","['237.20526315789473', '61.921052631578945', '1']","['273.40526315789475', '64.77894736842104', '1']","['222.9157894736842', '162.9', '1']","['260.06842105263155', '162.9', '0']","['221.96315789473684', '235.29999999999998', '1']","['250.54210526315788', '232.44210526315788', '1']","['202.91052631578947', '309.60526315789474', '1']","['249.5894736842105', '277.2157894736842', '1']",squat
,,,,,,,,,,,,,
"['206.72105263157894', '55.252631578947366', '1']","['188.62105263157895', '96.21578947368421', '1']","['233.39473684210526', '90.5', '1']","['222.9157894736842', '101.93157894736842', '1']","['265.7842105263158', '99.07368421052631', '1']","['190.52631578947367', '80.02105263157894', '1']","['250.54210526315788', '80.02105263157894', '1']","['190.52631578947367', '168.6157894736842', '1']","['238.1578947368421', '160.04210526315788', '1']","['198.14736842105262', '242.92105263157893', '1']","['229.5842105263158', '238.1578947368421', '1']","['181.0', '302.93684210526317', '1']","['229.5842105263158', '289.59999999999997', '1']",squat
,,,,,,,,,,,,,
"['251.33333333333331', '56.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['246.0', '123.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['248.66666666666666', '172.0', '1']","['242.0', '161.33333333333331', '0']","['247.33333333333331', '218.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']",squat
,,,,,,,,,,,,,
"['234.75', '64.5', '1']","['256.5', '98.25', '1']","['214.5', '99.0', '1']","['294.0', '114.75', '1']","['0.75', '0.75', '0']","['284.25', '81.0', '1']","['0.75', '0.75', '0']","['250.5', '195.75', '1']","['206.25', '201.75', '1']","['254.25', '268.5', '1']","['208.5', '260.25', '1']","['256.5', '343.5', '1']","['210.0', '311.25', '1']",squat
,,,,,,,,,,,,,
"['240.66666666666666', '34.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['248.0', '70.0', '1']","['176.0', '84.0', '1']","['202.0', '90.0', '1']","['202.0', '56.666666666666664', '1']","['231.33333333333331', '58.666666666666664', '1']","['41.33333333333333', '47.33333333333333', '1']","['264.0', '172.66666666666666', '1']","['232.0', '231.33333333333331', '1']","['254.66666666666666', '234.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",squat
,,,,,,,,,,,,,
"['121', '99', '0']","['1', '1', '0']","['1', '1', '0']","['50', '121', '1']","['62', '109', '1']","['65', '165', '0']","['1', '1', '0']","['98', '238', '0']","['133', '216', '1']","['101', '297', '1']","['118', '310', '1']","['107', '383', '1']","['127', '402', '1']",squat
,,,,,,,,,,,,,
"['152', '79', '1']","['116', '115', '1']","['175', '127', '1']","['69', '142', '1']","['144', '150', '1']","['95', '103', '1']","['166', '109', '1']","['118', '235', '0']","['161', '223', '1']","['117', '303', '1']","['161', '312', '1']","['118', '381', '1']","['170', '398', '1']",squat
,,,,,,,,,,,,,
"['140', '78', '1']","['111', '112', '1']","['171', '115', '1']","['72', '147', '1']","['213', '144', '1']","['83', '103', '1']","['199', '105', '1']","['106', '239', '1']","['175', '240', '1']","['105', '323', '1']","['179', '319', '1']","['101', '410', '1']","['180', '402', '1']",squat
,,,,,,,,,,,,,
"['225.75', '131.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['248.25', '155.25', '1']","['259.5', '163.5', '1']","['225.75', '139.5', '1']","['242.25', '158.25', '0']","['212.25', '216.0', '1']","['0.75', '0.75', '0']","['214.5', '264.75', '1']","['229.5', '265.5', '1']","['201.0', '321.75', '1']","['221.25', '316.5', '1']",squat
,,,,,,,,,,,,,
"['216.0', '85.5', '1']","['192.75', '117.0', '1']","['236.25', '116.25', '1']","['164.25', '129.0', '1']","['207.75', '121.5', '1']","['180.75', '107.25', '1']","['229.5', '94.5', '1']","['191.25', '186.0', '1']","['227.25', '182.25', '1']","['196.5', '247.5', '1']","['231.75', '246.0', '1']","['195.75', '303.0', '1']","['240.0', '303.75', '1']",squat
,,,,,,,,,,,,,
"['241.5', '76.5', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['204.0', '42.0', '0']","['205.5', '38.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['237.0', '95.25', '1']","['0.75', '0.75', '0']","['240.75', '155.25', '1']","['0.75', '0.75', '0']","['248.25', '208.5', '1']",squat
,,,,,,,,,,,,,
"['245.25', '15.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['218.25', '41.25', '1']","['275.25', '39.75', '1']","['213.75', '24.75', '1']","['276.75', '22.5', '1']","['226.5', '94.5', '1']","['262.5', '93.75', '1']","['222.75', '164.25', '1']","['267.75', '161.25', '1']","['217.5', '207.75', '1']","['276.0', '203.25', '1']",squat
,,,,,,,,,,,,,
"['322.5', '6.75', '1']","['339.0', '21.75', '1']","['299.25', '22.5', '1']","['0.75', '0.75', '0']","['268.5', '30.75', '1']","['336.0', '10.5', '1']","['279.0', '7.5', '1']","['336.0', '97.5', '1']","['307.5', '93.0', '1']","['333.0', '154.5', '1']","['303.75', '156.0', '1']","['341.25', '199.5', '1']","['302.25', '207.0', '1']",squat
,,,,,,,,,,,,,
"['237.75', '6.75', '1']","['226.5', '19.5', '1']","['253.5', '20.25', '1']","['216.0', '24.0', '1']","['264.0', '24.75', '1']","['207.0', '9.75', '1']","['271.5', '8.25', '1']","['217.5', '98.25', '1']","['259.5', '94.5', '1']","['207.0', '159.75', '1']","['270.0', '158.25', '1']","['201.0', '206.25', '1']","['279.0', '204.75', '1']",squat
,,,,,,,,,,,,,
"['222.0', '108.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['217.5', '210.75', '1']","['0.75', '0.75', '0']","['215.25', '253.5', '1']","['0.75', '0.75', '0']","['226.5', '324.0', '1']",squat
,,,,,,,,,,,,,
"['271', '77', '1']","['256', '98', '1']","['288', '100', '1']","['243', '107', '1']","['299', '112', '1']","['247', '83', '1']","['296', '86', '1']","['257', '177', '1']","['285', '176', '1']","['255', '242', '1']","['283', '242', '1']","['252', '292', '1']","['284', '293', '1']",squat
,,,,,,,,,,,,,
"['275', '69', '1']","['1', '1', '0']","['266', '104', '1']","['1', '1', '0']","['233', '103', '1']","['228', '114', '0']","['252', '84', '1']","['1', '1', '0']","['269', '183', '1']","['258', '240', '0']","['263', '243', '1']","['1', '1', '0']","['268', '308', '1']",squat
,,,,,,,,,,,,,
"['283.5', '28.5', '1']","['0.75', '0.75', '0']","['275.25', '53.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['273.75', '106.5', '1']","['291.75', '150.0', '1']","['272.25', '154.5', '1']","['294.0', '193.5', '1']","['268.5', '201.0', '1']",squat
,,,,,,,,,,,,,
"['237.75', '40.5', '1']","['213.0', '88.5', '1']","['258.0', '69.0', '1']","['263.25', '96.75', '1']","['297.0', '84.0', '1']","['221.25', '69.0', '1']","['278.25', '59.25', '1']","['208.5', '182.25', '1']","['257.25', '165.0', '1']","['207.0', '237.75', '1']","['248.25', '225.75', '1']","['200.25', '305.25', '1']","['250.5', '276.0', '1']",squat
,,,,,,,,,,,,,
"['276.0', '10.5', '1']","['300.75', '57.0', '1']","['246.75', '58.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['283.5', '108.0', '0']","['211.5', '39.75', '1']","['300.0', '174.0', '1']","['243.75', '184.5', '1']","['290.25', '252.75', '1']","['244.5', '258.75', '1']","['294.75', '324.0', '1']","['234.0', '342.75', '1']",squat
,,,,,,,,,,,,,
"['182.90526315789472', '63.82631578947368', '1']","['197.19473684210524', '87.64210526315789', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['237.20526315789473', '98.12105263157895', '1']","['220.0578947368421', '110.50526315789473', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['200.05263157894737', '163.85263157894735', '1']","['180.04736842105262', '198.14736842105262', '0']","['203.86315789473684', '205.76842105263157', '1']","['185.76315789473682', '209.57894736842104', '1']","['192.43157894736842', '276.2631578947368', '1']","['0.9526315789473684', '0.9526315789473684', '0']",squat
,,,,,,,,,,,,,
"['251.49473684210525', '46.67894736842105', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['244.82631578947368', '87.64210526315789', '1']","['199.1', '113.36315789473684', '1']","['183.8578947368421', '90.5', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['241.96842105263158', '186.7157894736842', '1']","['286.7421052631579', '243.8736842105263', '0']","['238.1578947368421', '270.5473684210526', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['241.0157894736842', '350.56842105263155', '1']",squat
,,,,,,,,,,,,,
"['277', '40', '1']","['294', '84', '1']","['246', '88', '1']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['260', '182', '1']","['283', '244', '1']","['253', '248', '1']","['289', '298', '1']","['244', '326', '1']",squat
,,,,,,,,,,,,,
"['174.75', '23.25', '1']","['0.75', '0.75', '0']","['140.25', '50.25', '1']","['0.75', '0.75', '0']","['85.5', '66.0', '1']","['0.75', '0.75', '0']","['124.5', '33.0', '1']","['243.0', '166.5', '0']","['148.5', '153.0', '1']","['181.5', '248.25', '1']","['138.0', '243.0', '1']","['192.75', '340.5', '1']","['129.0', '343.5', '1']",squat
,,,,,,,,,,,,,
"['177.75', '23.25', '1']","['160.5', '48.0', '1']","['195.0', '49.5', '1']","['183.0', '55.5', '1']","['213.75', '52.5', '1']","['169.5', '30.0', '1']","['206.25', '41.25', '1']","['168.0', '123.0', '1']","['195.75', '123.75', '1']","['161.25', '168.75', '1']","['192.75', '168.75', '1']","['153.75', '214.5', '1']","['197.25', '216.75', '1']",squat
,,,,,,,,,,,,,
"['235.5', '22.5', '1']","['243.0', '52.5', '1']","['0.75', '0.75', '0']","['281.25', '56.25', '1']","['284.25', '69.75', '1']","['266.25', '39.75', '0']","['0.75', '0.75', '0']","['244.5', '119.25', '1']","['0.75', '0.75', '0']","['255.0', '166.5', '1']","['0.75', '0.75', '0']","['247.5', '221.25', '1']","['0.75', '0.75', '0']",squat
,,,,,,,,,,,,,
