head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action 
"['245.33333333333331', '105.33333333333333', '1']","['232.0', '120.66666666666666', '1']","['257.3333333333333', '120.0', '0']","['219.33333333333331', '126.66666666666666', '1']","['259.3333333333333', '124.66666666666666', '1']","['224.66666666666666', '112.0', '1']","['265.3333333333333', '111.33333333333333', '1']","['234.0', '172.0', '1']","['258.66666666666663', '166.0', '1']","['228.66666666666666', '216.0', '1']","['264.0', '216.66666666666666', '1']","['226.66666666666666', '255.33333333333331', '1']","['270.0', '258.0', '1']",14
"['243.0', '86.25', '1']","['222.75', '159.0', '0']","['263.25', '115.5', '1']","['225.75', '127.5', '1']","['294.75', '125.25', '1']","['219.0', '105.0', '1']","['277.5', '105.75', '1']","['222.0', '180.0', '1']","['263.25', '180.75', '1']","['222.0', '258.0', '1']","['270.75', '249.0', '1']","['213.75', '317.25', '1']","['276.0', '303.75', '1']",14
"['251.25', '78.75', '1']","['240.0', '111.0', '0']","['0.75', '0.75', '0']","['277.5', '108.0', '1']","['293.25', '109.5', '1']","['253.5', '92.25', '1']","['0.75', '0.75', '0']","['246.0', '170.25', '1']","['0.75', '0.75', '0']","['246.75', '234.75', '1']","['265.5', '226.5', '1']","['236.25', '287.25', '1']","['264.0', '268.5', '1']",14
"['258.0', '42.0', '1']","['1.5', '1.5', '0']","['256.5', '72.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['249.0', '136.5', '1']","['259.5', '178.5', '1']","['244.5', '177.0', '1']","['264.0', '229.5', '1']","['249.0', '229.5', '1']",14
"['265.7842105263158', '78.1157894736842', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['253.39999999999998', '121.93684210526315', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['223.86842105263156', '170.52105263157895', '0']","['278.1684210526316', '215.29473684210527', '1']","['249.5894736842105', '213.38947368421051', '1']","['274.35789473684207', '249.5894736842105', '1']","['248.63684210526316', '264.8315789473684', '1']","['271.5', '299.12631578947367', '1']","['243.8736842105263', '321.9894736842105', '1']",14
"['216.0', '85.5', '1']","['192.75', '117.0', '1']","['236.25', '116.25', '1']","['164.25', '129.0', '1']","['207.75', '121.5', '1']","['180.75', '107.25', '1']","['229.5', '94.5', '1']","['191.25', '186.0', '1']","['227.25', '182.25', '1']","['196.5', '247.5', '1']","['231.75', '246.0', '1']","['195.75', '303.0', '1']","['240.0', '303.75', '1']",14
"['245.25', '15.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['218.25', '41.25', '1']","['275.25', '39.75', '1']","['213.75', '24.75', '1']","['276.75', '22.5', '1']","['226.5', '94.5', '1']","['262.5', '93.75', '1']","['222.75', '164.25', '1']","['267.75', '161.25', '1']","['217.5', '207.75', '1']","['276.0', '203.25', '1']",14
"['237.75', '6.75', '1']","['226.5', '19.5', '1']","['253.5', '20.25', '1']","['216.0', '24.0', '1']","['264.0', '24.75', '1']","['207.0', '9.75', '1']","['271.5', '8.25', '1']","['217.5', '98.25', '1']","['259.5', '94.5', '1']","['207.0', '159.75', '1']","['270.0', '158.25', '1']","['201.0', '206.25', '1']","['279.0', '204.75', '1']",14
"['237.75', '40.5', '1']","['213.0', '88.5', '1']","['258.0', '69.0', '1']","['263.25', '96.75', '1']","['297.0', '84.0', '1']","['221.25', '69.0', '1']","['278.25', '59.25', '1']","['208.5', '182.25', '1']","['257.25', '165.0', '1']","['207.0', '237.75', '1']","['248.25', '225.75', '1']","['200.25', '305.25', '1']","['250.5', '276.0', '1']",14
"['276.0', '10.5', '1']","['300.75', '57.0', '1']","['246.75', '58.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['283.5', '108.0', '0']","['211.5', '39.75', '1']","['300.0', '174.0', '1']","['243.75', '184.5', '1']","['290.25', '252.75', '1']","['244.5', '258.75', '1']","['294.75', '324.0', '1']","['234.0', '342.75', '1']",14
"['182.90526315789472', '63.82631578947368', '1']","['197.19473684210524', '87.64210526315789', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['237.20526315789473', '98.12105263157895', '1']","['220.0578947368421', '110.50526315789473', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['200.05263157894737', '163.85263157894735', '1']","['180.04736842105262', '198.14736842105262', '0']","['203.86315789473684', '205.76842105263157', '1']","['185.76315789473682', '209.57894736842104', '1']","['192.43157894736842', '276.2631578947368', '1']","['0.9526315789473684', '0.9526315789473684', '0']",14
"['277', '40', '1']","['294', '84', '1']","['246', '88', '1']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['260', '182', '1']","['283', '244', '1']","['253', '248', '1']","['289', '298', '1']","['244', '326', '1']",14
"['252.75', '8.25', '0']","['237.0', '22.5', '1']","['270.0', '21.0', '1']","['218.25', '15.75', '1']","['285.0', '23.25', '1']","['212.25', '8.25', '0']","['286.5', '8.25', '1']","['235.5', '94.5', '1']","['266.25', '95.25', '1']","['228.0', '155.25', '1']","['273.0', '156.0', '1']","['220.5', '199.5', '1']","['281.25', '199.5', '1']",14
"['243.33333333333331', '40.666666666666664', '1']","['232.66666666666666', '70.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['274.66666666666663', '70.66666666666666', '1']","['288.66666666666663', '74.0', '0']","['247.33333333333331', '56.0', '1']","['267.3333333333333', '56.666666666666664', '1']","['236.0', '135.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['236.66666666666666', '194.0', '1']","['252.66666666666666', '190.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['250.0', '239.33333333333331', '1']",14
"['264.75', '72.0', '1']","['238.5', '89.25', '1']","['270.75', '92.25', '1']","['214.5', '117.0', '1']","['271.5', '115.5', '1']","['216.75', '95.25', '1']","['287.25', '96.75', '1']","['224.25', '137.25', '1']","['255.75', '138.75', '1']","['234.75', '171.75', '1']","['282.0', '167.25', '1']","['228.75', '217.5', '1']","['274.5', '209.25', '1']",14
"['311.25', '15.75', '1']","['323.25', '43.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['339.0', '59.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['323.25', '103.5', '1']","['0.75', '0.75', '0']","['321.75', '168.75', '1']","['303.75', '165.75', '1']","['324.75', '218.25', '1']","['303.0', '216.75', '1']",14
"['258.0', '93.0', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['259.5', '145.5', '1']","['0.75', '0.75', '0']","['259.5', '174.75', '1']","['0.75', '0.75', '0']","['256.5', '201.75', '1']","['261.75', '195.0', '0']",14
"['179.33333333333331', '5.333333333333333', '0']","['189.33333333333331', '14.666666666666666', '1']","['206.66666666666666', '6.0', '0']","['148.66666666666666', '38.666666666666664', '1']","['171.33333333333331', '16.0', '1']","['164.0', '6.666666666666666', '1']","['205.33333333333331', '8.0', '0']","['167.33333333333331', '88.0', '0']","['194.66666666666666', '78.0', '1']","['173.33333333333331', '146.0', '1']","['196.0', '144.66666666666666', '1']","['177.33333333333331', '200.0', '1']","['204.0', '208.66666666666666', '1']",14
"['173.33333333333331', '34.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['212.0', '6.0', '0']","['143.33333333333331', '32.0', '1']","['160.0', '8.0', '1']","['159.33333333333331', '50.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['196.0', '63.33333333333333', '1']","['174.0', '143.33333333333331', '1']","['195.33333333333331', '140.66666666666666', '1']","['174.66666666666666', '203.33333333333331', '1']","['200.0', '215.33333333333331', '1']",14
"['249.75', '63.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['288.75', '92.25', '1']","['298.5', '116.25', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['259.5', '142.5', '1']","['0.75', '0.75', '0']","['258.0', '174.75', '1']","['0.75', '0.75', '0']","['253.5', '210.75', '1']","['247.5', '209.25', '0']",14
"['266.66666666666663', '76.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['233.33333333333331', '112.66666666666666', '1']","['248.66666666666666', '107.33333333333333', '1']","['250.0', '93.33333333333333', '1']","['264.0', '91.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['276.66666666666663', '156.0', '1']","['260.0', '206.66666666666666', '1']","['273.3333333333333', '206.0', '1']","['264.0', '239.33333333333331', '1']","['278.0', '246.0', '1']",14
"['265.3333333333333', '75.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['232.66666666666666', '114.0', '1']","['245.33333333333331', '106.0', '1']","['244.66666666666666', '94.0', '0']","['263.3333333333333', '90.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['274.0', '158.66666666666666', '1']","['254.0', '199.33333333333331', '1']","['266.66666666666663', '198.66666666666666', '1']","['256.66666666666663', '239.33333333333331', '1']","['274.0', '241.33333333333331', '1']",14
"['268.5', '9.75', '1']","['287.25', '53.25', '1']","['233.25', '48.75', '1']","['0.75', '0.75', '0']","['212.25', '78.0', '1']","['0.75', '0.75', '0']","['212.25', '51.75', '1']","['280.5', '137.25', '1']","['227.25', '137.25', '1']","['276.0', '209.25', '1']","['228.75', '204.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",14
"['172.5', '105.0', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['199.5', '99.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['166.5', '157.5', '1']","['1.5', '1.5', '0']","['166.5', '225.0', '1']","['196.5', '216.0', '0']","['160.5', '270.0', '1']","['172.5', '253.5', '0']",14
"['294.75', '51.0', '1']","['275.25', '72.75', '1']","['309.75', '68.25', '1']","['294.0', '78.0', '1']","['326.25', '76.5', '1']","['278.25', '62.25', '1']","['321.75', '60.75', '1']","['279.0', '110.25', '1']","['313.5', '110.25', '1']","['275.25', '155.25', '1']","['316.5', '152.25', '1']","['270.0', '188.25', '1']","['320.25', '179.25', '1']",14
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['300.0', '76.5', '1']","['125.25', '75.0', '0']","['297.75', '147.0', '1']","['151.5', '106.5', '0']","['297.75', '231.0', '1']",14
"['250.5', '46.5', '1']","['226.5', '72.75', '1']","['276.0', '70.5', '1']","['224.25', '111.75', '1']","['280.5', '108.75', '1']","['237.75', '81.0', '1']","['264.0', '77.25', '1']","['231.75', '141.75', '1']","['276.0', '141.75', '1']","['234.75', '202.5', '1']","['269.25', '199.5', '1']","['226.5', '256.5', '1']","['274.5', '256.5', '1']",14
"['232.0', '24.666666666666664', '1']","['246.0', '51.33333333333333', '1']","['226.0', '54.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['241.33333333333331', '115.33333333333333', '1']","['216.66666666666666', '126.66666666666666', '1']","['244.0', '182.0', '1']","['221.33333333333331', '187.33333333333331', '1']","['246.0', '230.66666666666666', '1']","['222.0', '253.33333333333331', '1']",14
"['284.66666666666663', '120.66666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['258.0', '124.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['286.0', '180.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['285.3333333333333', '215.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['286.0', '262.0', '1']",14
"['265.5', '34.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['255.75', '123.0', '1']","['283.5', '153.0', '0']","['250.5', '167.25', '1']","['264.75', '196.5', '0']","['254.25', '209.25', '1']",14
"['297.75', '32.25', '1']","['306.75', '54.0', '1']","['285.75', '54.0', '1']","['0.75', '0.75', '0']","['264.0', '66.0', '1']","['0.75', '0.75', '0']","['273.0', '47.25', '1']","['0.75', '0.75', '0']","['282.75', '102.0', '1']","['307.5', '141.0', '1']","['286.5', '141.75', '1']","['315.75', '177.75', '1']","['290.25', '187.5', '1']",14
"['195', '181', '1']","['202', '214', '0']","['167', '213', '1']","['1', '1', '0']","['142', '230', '0']","['1', '1', '0']","['157', '205', '1']","['198', '284', '1']","['171', '286', '1']","['193', '332', '1']","['160', '333', '1']","['196', '379', '1']","['158', '387', '1']",14
"['255.75', '83.25', '1']","['0.75', '0.75', '0']","['258.75', '102.0', '1']","['276.0', '115.5', '1']","['260.25', '117.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['259.5', '142.5', '1']","['271.5', '167.25', '1']","['261.75', '174.0', '1']","['276.75', '198.0', '1']","['266.25', '203.25', '1']",14
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['162.75', '18.75', '1']","['162.75', '19.5', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['223.5', '81.75', '1']","['0.75', '0.75', '0']","['228.0', '205.5', '1']","['237.0', '279.75', '0']","['226.5', '291.75', '0']",14
"['247.5', '122.25', '1']","['262.5', '144.75', '1']","['242.25', '143.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['263.25', '199.5', '1']","['0.75', '0.75', '0']","['258.75', '249.0', '1']","['237.75', '246.75', '1']","['258.75', '292.5', '1']","['240.0', '280.5', '1']",14
"['250.5', '66.0', '1']","['231.75', '94.5', '0']","['270.0', '92.25', '0']","['222.0', '90.75', '1']","['287.25', '94.5', '1']","['213.75', '73.5', '1']","['285.0', '72.0', '1']","['231.75', '149.25', '1']","['271.5', '156.75', '1']","['228.0', '214.5', '1']","['277.5', '210.0', '1']","['223.5', '258.0', '1']","['283.5', '257.25', '1']",14
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['244.5', '59.25', '1']","['203.25', '71.25', '1']","['196.5', '48.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['240.0', '123.0', '1']","['251.25', '201.0', '0']","['239.25', '189.0', '1']","['247.5', '249.0', '1']","['234.0', '254.25', '1']",14
"['234.0', '24.0', '1']","['221.33333333333331', '59.33333333333333', '1']","['260.0', '74.0', '0']","['254.0', '63.33333333333333', '1']","['285.3333333333333', '62.0', '1']","['231.33333333333331', '37.33333333333333', '1']","['258.0', '42.666666666666664', '1']","['224.0', '125.33333333333333', '1']","['250.0', '124.66666666666666', '1']","['230.66666666666666', '176.0', '1']","['248.66666666666666', '172.66666666666666', '1']","['222.66666666666666', '232.66666666666666', '1']","['245.33333333333331', '222.66666666666666', '1']",14
"['239.33333333333331', '70.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['208.0', '100.66666666666666', '1']","['224.66666666666666', '96.66666666666666', '1']","['226.66666666666666', '88.0', '0']","['239.33333333333331', '84.66666666666666', '1']","['229.33333333333331', '148.0', '1']","['248.66666666666666', '146.66666666666666', '1']","['231.33333333333331', '184.66666666666666', '1']","['243.33333333333331', '187.33333333333331', '1']","['238.0', '225.33333333333331', '1']","['250.0', '230.66666666666666', '1']",14
"['236.25', '84.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['189.75', '82.5', '1']","['183.0', '68.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['228.75', '136.5', '1']","['0.75', '0.75', '0']","['227.25', '193.5', '1']","['232.5', '241.5', '1']","['220.5', '245.25', '1']",14
"['254.0', '11.333333333333332', '0']","['271.3333333333333', '22.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['331.3333333333333', '14.666666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['258.66666666666663', '135.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['278.0', '210.0', '1']","['272.0', '207.33333333333331', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",14
"['297.0', '8.25', '1']","['276.75', '60.75', '0']","['321.75', '36.75', '1']","['287.25', '41.25', '1']","['351.0', '49.5', '1']","['266.25', '12.75', '1']","['345.0', '30.0', '1']","['278.25', '109.5', '1']","['321.0', '111.75', '1']","['273.75', '186.0', '1']","['329.25', '180.75', '1']","['255.0', '248.25', '1']","['331.5', '244.5', '1']",14
"['217.5', '69.0', '1']","['230.25', '98.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['242.25', '183.0', '1']","['0.75', '0.75', '0']","['243.0', '248.25', '1']","['223.5', '239.25', '1']","['237.75', '304.5', '1']","['223.5', '285.0', '1']",14
"['166.66666666666666', '34.0', '1']","['176.0', '76.0', '1']","['148.0', '71.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['187.33333333333331', '55.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['166.66666666666666', '150.66666666666666', '1']","['146.0', '148.0', '1']","['177.33333333333331', '204.66666666666666', '1']","['150.0', '197.33333333333331', '1']","['176.0', '264.0', '1']","['151.33333333333331', '249.33333333333331', '1']",14
"['244.5', '5.25', '1']","['213.75', '42.75', '1']","['279.0', '42.75', '1']","['187.5', '63.75', '1']","['318.0', '63.0', '1']","['179.25', '32.25', '1']","['309.75', '25.5', '1']","['222.75', '146.25', '1']","['283.5', '171.0', '1']","['216.75', '255.0', '1']","['291.0', '251.25', '1']","['214.5', '339.0', '1']","['300.75', '331.5', '1']",14
"['252.75', '42.0', '1']","['0.75', '0.75', '0']","['231.75', '74.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['259.5', '136.5', '1']","['239.25', '138.75', '1']","['258.0', '185.25', '1']","['234.0', '185.25', '1']","['259.5', '223.5', '0']","['238.5', '247.5', '1']",14
"['239.33333333333331', '56.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['251.33333333333331', '74.66666666666666', '1']","['230.66666666666666', '80.0', '1']","['272.0', '80.66666666666666', '1']","['223.33333333333331', '64.0', '1']","['262.66666666666663', '66.66666666666666', '1']","['221.33333333333331', '118.0', '1']","['245.33333333333331', '120.66666666666666', '1']","['221.33333333333331', '172.66666666666666', '1']","['248.0', '168.0', '1']","['220.66666666666666', '206.66666666666666', '1']","['249.33333333333331', '200.0', '1']",14
"['269.25', '91.5', '1']","['276.0', '120.0', '1']","['252.0', '119.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['237.75', '107.25', '1']","['280.5', '171.75', '1']","['254.25', '186.0', '1']","['275.25', '224.25', '1']","['251.25', '228.75', '1']","['276.75', '266.25', '1']","['246.0', '281.25', '1']",14
"['218.25', '36.0', '1']","['198.75', '87.0', '1']","['247.5', '76.5', '1']","['231.75', '114.75', '1']","['297.0', '108.0', '1']","['222.75', '67.5', '1']","['265.5', '64.5', '1']","['199.5', '172.5', '1']","['240.75', '168.0', '1']","['199.5', '244.5', '1']","['241.5', '233.25', '1']","['186.0', '312.75', '1']","['237.75', '293.25', '1']",14
"['258.75', '105.0', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['299.25', '153.0', '1']","['307.5', '146.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['267.0', '211.5', '1']","['288.0', '219.0', '1']","['261.0', '265.5', '1']","['285.75', '254.25', '0']","['256.5', '324.75', '1']","['273.0', '296.25', '1']",14
"['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['293.3333333333333', '70.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['278.66666666666663', '105.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['276.0', '128.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['272.66666666666663', '151.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']",14
"['202.5', '101.25', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['216.0', '93.0', '1']","['217.5', '98.25', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['177.0', '135.75', '1']","['0.75', '0.75', '0']","['180.0', '186.0', '1']","['0.75', '0.75', '0']","['177.75', '231.75', '1']","['0.75', '0.75', '0']",14
"['242.25', '47.25', '1']","['244.5', '96.0', '1']","['0.75', '0.75', '0']","['292.5', '84.75', '1']","['321.0', '80.25', '1']","['249.0', '67.5', '1']","['285.75', '60.0', '1']","['234.75', '192.0', '1']","['0.75', '0.75', '0']","['237.0', '263.25', '1']","['270.75', '234.0', '1']","['243.0', '330.0', '1']","['268.5', '299.25', '1']",14
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['157.5', '11.25', '1']","['163.5', '94.5', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['219.75', '96.0', '1']","['0.75', '0.75', '0']","['233.25', '200.25', '1']","['234.75', '276.75', '0']","['226.5', '296.25', '1']",14
"['248.25', '107.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['232.5', '123.75', '1']","['264.75', '123.75', '1']","['0.75', '0.75', '0']","['247.5', '118.5', '1']","['237.0', '182.25', '1']","['262.5', '176.25', '1']","['233.25', '225.75', '1']","['269.25', '225.75', '1']","['228.0', '261.0', '1']","['276.75', '261.0', '1']",14
"['150.75', '74.25', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['98.25', '55.5', '1']","['107.25', '35.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['166.5', '140.25', '1']","['141.0', '234.75', '0']","['162.0', '222.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",14
"['203.33333333333331', '69.33333333333333', '1']","['158.0', '116.66666666666666', '1']","['274.66666666666663', '118.66666666666666', '1']","['75.33333333333333', '170.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['132.66666666666666', '183.33333333333331', '1']","['320.66666666666663', '230.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['288.0', '253.33333333333331', '1']","['174.0', '261.3333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['253.5', '112.5', '1']","['163.5', '178.5', '1']","['280.5', '171.0', '1']","['88.5', '258.0', '1']","['1.5', '1.5', '0']","['153.0', '298.5', '1']","['307.5', '270.0', '1']","['1.5', '1.5', '0']","['288.0', '303.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']",3
"['0.75', '0.75', '0']","['248.25', '8.25', '1']","['450.75', '7.5', '1']","['213.75', '90.75', '1']","['459.0', '141.0', '1']","['228.0', '111.0', '1']","['447.75', '94.5', '1']","['318.75', '191.25', '1']","['396.75', '175.5', '1']","['201.0', '258.75', '1']","['0.75', '0.75', '0']","['314.25', '305.25', '1']","['420.0', '320.25', '1']",3
"['146.66666666666666', '16.0', '1']","['130.66666666666666', '68.66666666666666', '0']","['368.0', '6.666666666666666', '1']","['86.0', '127.33333333333333', '1']","['468.0', '237.33333333333331', '1']","['60.0', '157.33333333333331', '0']","['29.333333333333332', '80.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['253.5', '105.0', '1']","['202.5', '159.0', '1']","['336.75', '181.5', '1']","['95.25', '207.75', '1']","['0.75', '0.75', '0']","['144.0', '247.5', '1']","['350.25', '309.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['321.0', '11.25', '1']","['276.0', '57.75', '1']","['348.75', '71.25', '1']","['219.0', '87.0', '1']","['357.0', '122.25', '1']","['264.0', '114.0', '1']","['380.25', '141.0', '1']","['270.75', '169.5', '1']","['335.25', '145.5', '1']","['318.75', '176.25', '1']","['389.25', '167.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['285.0', '79.5', '1']","['199.5', '119.25', '1']","['305.25', '145.5', '1']","['116.25', '153.75', '1']","['309.75', '248.25', '1']","['182.25', '182.25', '1']","['330.0', '227.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['221.25', '265.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['276.0', '78.0', '1']","['201.0', '120.0', '1']","['312.75', '158.25', '1']","['123.75', '150.0', '1']","['308.25', '239.25', '1']","['177.0', '182.25', '1']","['351.75', '232.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['222.75', '264.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['265', '70', '1']","['191', '106', '1']","['291', '101', '1']","['1', '1', '0']","['356', '140', '1']","['1', '1', '0']","['323', '160', '1']","['198', '227', '1']","['290', '230', '1']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']",3
"['220.5', '105.0', '1']","['148.5', '154.5', '1']","['234.0', '154.5', '1']","['88.5', '207.0', '1']","['270.0', '223.5', '1']","['129.0', '228.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['240.0', '285.0', '1']","['174.0', '343.5', '1']","['289.5', '340.5', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']",3
"['268.66666666666663', '54.666666666666664', '1']","['180.66666666666666', '82.0', '1']","['322.0', '108.0', '1']","['93.33333333333333', '146.0', '1']","['316.66666666666663', '202.0', '1']","['159.33333333333331', '180.66666666666666', '1']","['288.66666666666663', '223.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['285.3333333333333', '248.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
