head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
"['117.0', '156.0', '1']","['120.0', '209.25', '1']","['166.5', '161.25', '1']","['168.0', '210.0', '1']","['215.25', '170.25', '1']","['160.5', '172.5', '1']","['146.25', '188.25', '1']","['207.75', '243.0', '1']","['233.25', '208.5', '1']","['284.25', '219.0', '1']","['306.0', '183.75', '1']","['390.75', '283.5', '1']","['399.75', '253.5', '1']",10
"['120.0', '177.0', '1']","['169.5', '193.5', '1']","['1.5', '1.5', '0']","['175.5', '138.0', '1']","['193.5', '117.0', '1']","['145.5', '156.0', '1']","['1.5', '1.5', '0']","['279.0', '181.5', '1']","['1.5', '1.5', '0']","['342.0', '103.5', '1']","['1.5', '1.5', '0']","['391.5', '193.5', '1']","['1.5', '1.5', '0']",10
"['144.66666666666666', '222.0', '1']","['170.66666666666666', '230.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['183.33333333333331', '190.66666666666666', '1']","['186.0', '176.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['170.66666666666666', '199.33333333333331', '1']","['246.0', '222.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['298.66666666666663', '193.33333333333331', '1']","['290.66666666666663', '178.0', '1']","['350.0', '234.0', '1']","['336.66666666666663', '212.66666666666666', '1']",10
"['160.5', '132.0', '1']","['173.25', '166.5', '1']","['209.25', '137.25', '0']","['133.5', '128.25', '1']","['229.5', '108.75', '1']","['126.75', '139.5', '1']","['186.75', '120.0', '1']","['234.0', '174.0', '1']","['0.75', '0.75', '0']","['283.5', '118.5', '1']","['320.25', '104.25', '1']","['307.5', '195.0', '1']","['335.25', '185.25', '1']",10
"['382.66666666666663', '198.0', '1']","['409.3333333333333', '147.33333333333331', '0']","['340.0', '220.66666666666666', '1']","['316.66666666666663', '167.33333333333331', '0']","['290.0', '197.33333333333331', '1']","['346.66666666666663', '152.66666666666666', '1']","['326.66666666666663', '174.0', '1']","['278.66666666666663', '158.66666666666666', '1']","['254.0', '194.66666666666666', '1']","['241.33333333333331', '114.0', '1']","['218.66666666666666', '126.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['186.0', '164.0', '1']",10
"['39.0', '241.5', '1']","['58.5', '279.75', '0']","['0.75', '0.75', '0']","['7.5', '243.75', '1']","['67.5', '203.25', '1']","['60.75', '200.25', '0']","['0.75', '0.75', '0']","['185.25', '299.25', '1']","['0.75', '0.75', '0']","['290.25', '181.5', '1']","['279.75', '165.0', '1']","['336.75', '287.25', '1']","['0.75', '0.75', '0']",10
"['228.65', '25.939285714285717', '1']","['216.1607142857143', '50.917857142857144', '1']","['241.13928571428573', '53.800000000000004', '0']","['203.67142857142858', '73.01428571428572', '1']","['260.35357142857146', '75.89642857142857', '1']","['209.43571428571428', '49.957142857142856', '1']","['251.70714285714286', '47.075', '1']","['210.39642857142857', '135.4607142857143', '1']","['253.62857142857143', '123.93214285714286', '1']","['213.27857142857144', '181.57500000000002', '1']","['251.70714285714286', '177.73214285714286', '1']","['217.12142857142857', '225.76785714285714', '1']","['249.7857142857143', '228.65', '1']",14
"['210.66666666666666', '17.333333333333332', '1']","['243.33333333333331', '54.666666666666664', '1']","['194.66666666666666', '48.666666666666664', '1']","['275.3333333333333', '66.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['268.66666666666663', '44.666666666666664', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['236.0', '125.33333333333333', '1']","['198.66666666666666', '128.66666666666666', '1']","['247.33333333333331', '190.0', '1']","['212.0', '184.0', '1']","['245.33333333333331', '253.33333333333331', '1']","['207.33333333333331', '236.66666666666666', '1']",14
"['236.66666666666666', '95.33333333333333', '1']","['224.0', '111.33333333333333', '1']","['246.66666666666666', '111.33333333333333', '1']","['217.33333333333331', '123.33333333333333', '1']","['255.33333333333331', '120.66666666666666', '1']","['215.33333333333331', '108.66666666666666', '1']","['257.3333333333333', '106.0', '1']","['218.0', '171.33333333333331', '1']","['251.33333333333331', '167.33333333333331', '1']","['216.66666666666666', '204.66666666666666', '1']","['251.33333333333331', '205.33333333333331', '1']","['211.33333333333331', '246.66666666666666', '1']","['259.3333333333333', '246.0', '1']",14
"['345.3333333333333', '104.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['370.66666666666663', '130.0', '1']","['382.0', '134.66666666666666', '1']","['351.3333333333333', '119.33333333333333', '1']","['368.66666666666663', '123.33333333333333', '0']","['350.66666666666663', '171.33333333333331', '1']","['353.3333333333333', '174.66666666666666', '0']","['350.0', '205.33333333333331', '1']","['361.3333333333333', '203.33333333333331', '1']","['342.66666666666663', '242.66666666666666', '1']","['354.0', '236.0', '1']",14
"['245.25', '88.5', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['208.5', '40.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['250.5', '105.75', '1']","['0.75', '0.75', '0']","['253.5', '171.0', '1']","['0.75', '0.75', '0']","['259.5', '229.5', '1']",14
"['240.0', '48.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['232.66666666666666', '168.66666666666666', '1']","['239.33333333333331', '211.33333333333331', '1']","['227.33333333333331', '216.0', '1']","['244.0', '255.33333333333331', '1']","['225.33333333333331', '266.0', '0']",14
"['178.0', '6.0', '0']","['204.0', '29.333333333333332', '1']","['158.66666666666666', '20.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['101.33333333333333', '44.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['124.0', '9.333333333333332', '0']","['208.66666666666666', '137.33333333333331', '1']","['172.0', '142.66666666666666', '1']","['200.66666666666666', '225.33333333333331', '1']","['168.0', '230.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",14
"['263.25', '45.0', '1']","['279.0', '75.0', '1']","['0.75', '0.75', '0']","['321.75', '87.0', '1']","['298.5', '101.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['285.0', '141.0', '1']","['0.75', '0.75', '0']","['282.75', '198.75', '1']","['262.5', '196.5', '1']","['279.75', '259.5', '1']","['258.75', '258.0', '1']",14
"['258.75', '28.5', '1']","['0.75', '0.75', '0']","['244.5', '69.0', '1']","['0.75', '0.75', '0']","['204.75', '62.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['246.75', '126.0', '1']","['0.75', '0.75', '0']","['241.5', '178.5', '1']","['254.25', '218.25', '0']","['246.75', '228.0', '1']",14
"['275.25', '8.25', '1']","['255.0', '42.0', '1']","['303.0', '42.75', '1']","['231.0', '50.25', '1']","['290.25', '45.0', '1']","['243.0', '27.0', '1']","['294.75', '20.25', '1']","['257.25', '122.25', '1']","['297.75', '117.75', '1']","['258.75', '159.0', '1']","['299.25', '167.25', '1']","['257.25', '214.5', '1']","['305.25', '217.5', '1']",14
"['144.66666666666666', '88.0', '1']","['130.66666666666666', '124.0', '1']","['166.0', '118.0', '1']","['150.0', '125.33333333333333', '1']","['188.0', '126.0', '1']","['126.0', '110.0', '1']","['174.0', '108.66666666666666', '1']","['133.33333333333331', '187.33333333333331', '1']","['163.33333333333331', '182.0', '1']","['133.33333333333331', '225.33333333333331', '1']","['166.0', '222.0', '1']","['130.0', '266.0', '1']","['170.66666666666666', '259.3333333333333', '1']",14
"['234.66666666666666', '33.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['216.66666666666666', '52.0', '1']","['254.66666666666666', '53.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['218.66666666666666', '123.33333333333333', '1']","['255.33333333333331', '122.0', '1']","['214.0', '176.0', '1']","['262.0', '175.33333333333331', '1']","['235.33333333333331', '226.0', '1']","['273.3333333333333', '229.33333333333331', '1']",14
"['234.75', '64.5', '1']","['256.5', '98.25', '1']","['214.5', '99.0', '1']","['294.0', '114.75', '1']","['0.75', '0.75', '0']","['284.25', '81.0', '1']","['0.75', '0.75', '0']","['250.5', '195.75', '1']","['206.25', '201.75', '1']","['254.25', '268.5', '1']","['208.5', '260.25', '1']","['256.5', '343.5', '1']","['210.0', '311.25', '1']",14
"['222.0', '108.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['217.5', '210.75', '1']","['0.75', '0.75', '0']","['215.25', '253.5', '1']","['0.75', '0.75', '0']","['226.5', '324.0', '1']",14
"['251.49473684210525', '46.67894736842105', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['244.82631578947368', '87.64210526315789', '1']","['199.1', '113.36315789473684', '1']","['183.8578947368421', '90.5', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['241.96842105263158', '186.7157894736842', '1']","['286.7421052631579', '243.8736842105263', '0']","['238.1578947368421', '270.5473684210526', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['241.0157894736842', '350.56842105263155', '1']",14
"['155.25', '6.0', '0']","['168.0', '6.75', '0']","['138.0', '9.75', '0']","['214.5', '82.5', '0']","['183.0', '85.5', '0']","['197.25', '54.0', '0']","['0.75', '0.75', '0']","['170.25', '79.5', '1']","['135.75', '82.5', '1']","['171.0', '148.5', '1']","['138.75', '153.75', '1']","['168.0', '218.25', '1']","['133.5', '216.75', '1']",14
"['147.75', '76.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['98.25', '115.5', '1']","['111.75', '108.0', '1']","['133.5', '93.0', '0']","['140.25', '93.75', '1']","['126.0', '182.25', '1']","['156.0', '182.25', '1']","['124.5', '240.0', '1']","['145.5', '243.0', '1']","['133.5', '295.5', '1']","['162.0', '306.75', '1']",14
"['192', '177', '1']","['173', '194', '1']","['186', '194', '0']","['156', '195', '1']","['197', '202', '0']","['164', '185', '1']","['212', '183', '1']","['168', '255', '1']","['184', '254', '1']","['165', '298', '1']","['223', '295', '1']","['163', '335', '1']","['214', '330', '1']",14
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['279.0', '132.0', '1']","['285.0', '121.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['292.5', '191.25', '0']","['303.75', '169.5', '1']","['294.0', '207.75', '1']","['307.5', '203.25', '1']","['304.5', '235.5', '1']","['315.75', '243.0', '1']",14
"['252.0', '62.25', '1']","['269.25', '85.5', '1']","['247.5', '84.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['243.75', '143.25', '1']","['261.0', '201.75', '1']","['241.5', '204.0', '1']","['264.75', '240.75', '1']","['242.25', '249.75', '1']",14
"['245', '145', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['1', '1', '0']","['210', '261', '1']","['1', '1', '0']","['217', '330', '1']","['214', '385', '0']","['215', '402', '1']",14
"['302.25', '84.0', '1']","['0.75', '0.75', '0']","['296.25', '99.0', '1']","['0.75', '0.75', '0']","['282.0', '135.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['295.5', '138.0', '1']","['309.0', '168.0', '1']","['298.5', '170.25', '1']","['313.5', '196.5', '1']","['303.75', '200.25', '1']",14
"['251.25', '123.75', '1']","['267.0', '147.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['258.75', '204.0', '1']","['238.5', '204.0', '1']","['264.75', '240.75', '1']","['241.5', '241.5', '1']","['259.5', '288.0', '1']","['243.0', '276.75', '1']",14
"['247.5', '54.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['188.25', '65.25', '1']","['186.75', '55.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['243.75', '134.25', '1']","['207.0', '181.5', '0']","['234.0', '195.0', '1']","['231.0', '240.0', '0']","['231.0', '264.0', '1']",14
"['197.19473684210524', '123.84210526315789', '1']","['223.86842105263156', '159.08947368421053', '1']","['168.6157894736842', '160.99473684210525', '1']","['245.77894736842103', '175.28421052631577', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['0.9526315789473684', '0.9526315789473684', '0']","['219.10526315789474', '247.68421052631578', '1']","['177.18947368421053', '247.68421052631578', '1']","['222.9157894736842', '302.93684210526317', '1']","['170.52105263157895', '301.9842105263158', '1']","['235.29999999999998', '357.2368421052631', '1']","['160.04210526315788', '355.3315789473684', '1']",14
"['234.0', '45.75', '1']","['216.0', '66.0', '1']","['249.75', '72.75', '0']","['197.25', '84.0', '1']","['246.0', '82.5', '1']","['206.25', '58.5', '1']","['255.75', '59.25', '1']","['212.25', '132.0', '1']","['252.0', '130.5', '1']","['210.75', '173.25', '1']","['249.75', '174.0', '1']","['211.5', '219.0', '1']","['256.5', '219.0', '1']",14
"['111.75', '9.0', '1']","['143.25', '48.0', '1']","['101.25', '48.75', '1']","['199.5', '162.75', '0']","['0.75', '0.75', '0']","['171.75', '28.5', '1']","['0.75', '0.75', '0']","['147.75', '145.5', '1']","['100.5', '147.75', '1']","['156.75', '221.25', '1']","['104.25', '222.0', '1']","['149.25', '306.75', '1']","['96.75', '303.75', '1']",14
"['260', '92', '1']","['274', '110', '1']","['250', '111', '1']","['1', '1', '0']","['223', '118', '1']","['1', '1', '0']","['1', '1', '0']","['276', '162', '1']","['252', '164', '1']","['277', '201', '1']","['249', '198', '1']","['283', '239', '1']","['241', '243', '1']",14
"['229.5', '12.0', '0']","['262.5', '16.5', '1']","['198.0', '24.0', '1']","['282.0', '54.0', '1']","['184.5', '54.0', '1']","['285.0', '22.5', '1']","['178.5', '25.5', '1']","['252.0', '111.0', '1']","['202.5', '109.5', '1']","['268.5', '213.0', '1']","['190.5', '216.0', '1']","['286.5', '289.5', '1']","['171.0', '295.5', '1']",14
"['240.0', '59.33333333333333', '1']","['197.33333333333331', '98.0', '1']","['296.0', '122.66666666666666', '1']","['93.33333333333333', '156.0', '1']","['304.0', '210.66666666666666', '1']","['182.66666666666666', '144.0', '1']","['314.0', '240.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['286.0', '248.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['278.66666666666663', '28.0', '1']","['224.66666666666666', '72.66666666666666', '1']","['303.3333333333333', '94.66666666666666', '1']","['179.33333333333331', '104.66666666666666', '1']","['312.66666666666663', '176.0', '1']","['210.0', '125.33333333333333', '1']","['332.0', '152.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['294.0', '182.0', '1']","['232.66666666666666', '233.33333333333331', '1']","['358.0', '257.3333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['0.6666666666666666', '0.6666666666666666', '0']","['167.33333333333331', '7.333333333333333', '1']","['276.66666666666663', '16.0', '1']","['44.666666666666664', '76.66666666666666', '1']","['303.3333333333333', '110.66666666666666', '1']","['114.66666666666666', '122.0', '1']","['342.0', '136.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['284.0', '158.66666666666666', '1']","['228.66666666666666', '222.0', '1']","['403.3333333333333', '184.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['123.75', '91.5', '1']","['45.75', '139.5', '1']","['164.25', '138.0', '1']","['0.75', '0.75', '0']","['171.75', '224.25', '1']","['26.25', '213.0', '1']","['211.5', '201.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['165.75', '295.5', '1']","['251.25', '310.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['357.75', '122.25', '1']","['317.25', '177.75', '1']","['412.5', '184.5', '1']","['284.25', '237.75', '1']","['420.0', '234.0', '1']","['319.5', '272.25', '1']","['427.5', '203.25', '1']","['0.75', '0.75', '0']","['393.75', '288.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['235.5', '91.5', '1']","['154.5', '127.5', '1']","['1.5', '1.5', '0']","['58.5', '177.0', '1']","['1.5', '1.5', '0']","['166.5', '235.5', '1']","['274.5', '258.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['268.5', '324.0', '1']","['319.5', '312.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']",3
"['178.66666666666666', '57.33333333333333', '1']","['114.66666666666666', '98.0', '1']","['227.33333333333331', '102.0', '1']","['46.0', '170.66666666666666', '1']","['250.0', '186.66666666666666', '1']","['99.33333333333333', '180.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['221.33333333333331', '215.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['349.3333333333333', '66.0', '1']","['312.0', '92.0', '1']","['387.3333333333333', '101.33333333333333', '1']","['264.66666666666663', '109.33333333333333', '1']","['381.3333333333333', '154.0', '1']","['291.3333333333333', '145.33333333333331', '1']","['358.66666666666663', '160.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['379.3333333333333', '174.0', '1']","['320.66666666666663', '228.0', '1']","['404.66666666666663', '224.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['184.66666666666666', '68.66666666666666', '1']","['76.0', '108.0', '1']","['242.66666666666666', '132.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['48.666666666666664', '198.66666666666666', '1']","['272.0', '260.66666666666663', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['250.5', '59.25', '1']","['183.75', '113.25', '1']","['318.75', '113.25', '1']","['53.25', '176.25', '1']","['0.75', '0.75', '0']","['156.75', '219.75', '1']","['368.25', '252.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",3
"['181.33333333333331', '51.33333333333333', '1']","['119.33333333333333', '99.33333333333333', '1']","['240.66666666666666', '107.33333333333333', '1']","['38.0', '130.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['101.33333333333333', '160.66666666666666', '1']","['285.3333333333333', '191.33333333333331', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['208.0', '220.66666666666666', '1']","['181.33333333333331', '263.3333333333333', '1']","['236.66666666666666', '256.66666666666663', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",3
"['148.36633663366337', '76.85643564356437', '1']","['109.60396039603961', '112.27722772277228', '1']","['174.43069306930695', '124.30693069306932', '1']","['60.14851485148515', '126.31188118811882', '1']","['176.43564356435644', '172.42574257425744', '1']","['84.20792079207921', '149.03465346534654', '1']","['197.82178217821783', '173.0940594059406', '1']","['0.6683168316831684', '0.6683168316831684', '0']","['159.72772277227725', '189.8019801980198', '1']","['123.63861386138615', '219.20792079207922', '1']","['200.49504950495052', '209.18316831683168', '1']","['0.6683168316831684', '0.6683168316831684', '0']","['0.6683168316831684', '0.6683168316831684', '0']",3
"['213.75', '105.75', '1']","['231.75', '131.25', '1']","['192.75', '131.25', '1']","['239.25', '157.5', '1']","['187.5', '156.75', '0']","['234.0', '159.75', '0']","['237.0', '135.0', '0']","['234.75', '185.25', '1']","['192.75', '184.5', '1']","['243.0', '215.25', '1']","['186.75', '217.5', '1']","['255.0', '253.5', '1']","['170.25', '250.5', '1']",7
"['213.33333333333331', '86.66666666666666', '1']","['246.66666666666666', '128.66666666666666', '1']","['184.66666666666666', '128.66666666666666', '1']","['257.3333333333333', '168.66666666666666', '1']","['173.33333333333331', '172.0', '1']","['248.66666666666666', '189.33333333333331', '0']","['276.0', '169.33333333333331', '0']","['240.0', '199.33333333333331', '1']","['187.33333333333331', '200.0', '1']","['249.33333333333331', '255.33333333333331', '1']","['179.33333333333331', '254.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",7
"['204.75', '51.75', '1']","['222.0', '91.5', '1']","['177.0', '82.5', '1']","['248.25', '134.25', '1']","['213.0', '87.75', '0']","['255.0', '87.0', '0']","['240.75', '72.0', '0']","['215.25', '167.25', '1']","['174.0', '168.75', '1']","['226.5', '222.75', '1']","['168.75', '220.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",7
"['168.75', '96.75', '1']","['150.75', '117.75', '1']","['180.0', '120.0', '1']","['149.25', '144.0', '1']","['188.25', '135.75', '1']","['171.75', '151.5', '1']","['203.25', '142.5', '0']","['142.5', '165.0', '1']","['166.5', '163.5', '1']","['147.75', '193.5', '1']","['174.75', '187.5', '1']","['135.75', '219.0', '1']","['166.5', '210.75', '1']",7
"['201.33333333333331', '49.33333333333333', '1']","['186.66666666666666', '67.33333333333333', '1']","['211.33333333333331', '63.33333333333333', '1']","['179.33333333333331', '84.66666666666666', '1']","['213.33333333333331', '85.33333333333333', '0']","['191.33333333333331', '92.66666666666666', '1']","['211.33333333333331', '86.0', '1']","['189.33333333333331', '107.33333333333333', '1']","['214.0', '101.33333333333333', '1']","['184.0', '124.66666666666666', '1']","['220.66666666666666', '120.0', '1']","['174.66666666666666', '151.33333333333331', '1']","['223.33333333333331', '148.0', '1']",7
"['163', '170', '1']","['161', '192', '1']","['178', '185', '1']","['158', '212', '0']","['192', '210', '1']","['153', '215', '1']","['169', '221', '1']","['171', '232', '1']","['191', '229', '1']","['157', '264', '1']","['183', '273', '1']","['165', '284', '1']","['206', '308', '1']",7
"['244.66666666666666', '80.0', '1']","['264.0', '104.66666666666666', '0']","['244.66666666666666', '101.33333333333333', '1']","['276.0', '114.66666666666666', '0']","['232.66666666666666', '120.0', '1']","['283.3333333333333', '96.66666666666666', '0']","['186.66666666666666', '148.66666666666666', '0']","['283.3333333333333', '142.0', '1']","['260.0', '137.33333333333331', '1']","['271.3333333333333', '182.0', '1']","['260.66666666666663', '184.66666666666666', '1']","['288.0', '211.33333333333331', '1']","['268.66666666666663', '220.66666666666666', '1']",7
"['229.33333333333331', '90.0', '1']","['215.33333333333331', '103.33333333333333', '1']","['232.0', '102.66666666666666', '0']","['211.33333333333331', '122.66666666666666', '1']","['234.0', '119.33333333333333', '0']","['229.33333333333331', '127.33333333333333', '1']","['234.66666666666666', '118.66666666666666', '0']","['206.0', '134.66666666666666', '1']","['220.0', '137.33333333333331', '0']","['214.0', '162.0', '1']","['227.33333333333331', '160.0', '1']","['202.66666666666666', '193.33333333333331', '1']","['223.33333333333331', '187.33333333333331', '1']",7
"['258.0', '60.666666666666664', '1']","['240.66666666666666', '81.33333333333333', '1']","['265.3333333333333', '82.66666666666666', '1']","['229.33333333333331', '106.0', '1']","['279.3333333333333', '110.66666666666666', '0']","['253.33333333333331', '114.66666666666666', '1']","['276.0', '108.66666666666666', '1']","['246.66666666666666', '134.0', '1']","['268.0', '130.0', '1']","['250.66666666666666', '170.66666666666666', '1']","['264.66666666666663', '172.0', '1']","['242.0', '214.66666666666666', '1']","['260.66666666666663', '210.0', '1']",7
"['312.0', '100.0', '1']","['306.66666666666663', '110.0', '1']","['320.66666666666663', '109.33333333333333', '1']","['274.66666666666663', '110.0', '0']","['318.66666666666663', '120.0', '1']","['310.66666666666663', '118.66666666666666', '0']","['306.66666666666663', '122.66666666666666', '1']","['308.0', '130.66666666666666', '1']","['318.66666666666663', '129.33333333333331', '1']","['304.66666666666663', '143.33333333333331', '1']","['324.66666666666663', '142.0', '1']","['304.0', '156.0', '1']","['335.3333333333333', '158.0', '1']",7
"['196.0', '67.33333333333333', '1']","['189.33333333333331', '94.0', '1']","['214.0', '96.66666666666666', '1']","['182.0', '126.66666666666666', '0']","['223.33333333333331', '128.0', '1']","['191.33333333333331', '132.0', '0']","['194.0', '132.66666666666666', '1']","['198.66666666666666', '144.66666666666666', '1']","['228.66666666666666', '140.0', '1']","['180.66666666666666', '189.33333333333331', '1']","['229.33333333333331', '199.33333333333331', '1']","['176.66666666666666', '232.0', '1']","['266.0', '227.33333333333331', '1']",7
"['263.3333333333333', '92.66666666666666', '1']","['218.66666666666666', '102.66666666666666', '0']","['273.3333333333333', '101.33333333333333', '1']","['216.0', '125.33333333333333', '0']","['261.3333333333333', '114.66666666666666', '1']","['254.0', '123.33333333333333', '1']","['249.33333333333331', '112.66666666666666', '1']","['222.0', '135.33333333333331', '0']","['272.66666666666663', '135.33333333333331', '1']","['240.66666666666666', '160.66666666666666', '0']","['262.66666666666663', '165.33333333333331', '1']","['280.0', '181.33333333333331', '1']","['262.0', '191.33333333333331', '1']",7
"['267.3333333333333', '79.33333333333333', '1']","['238.0', '112.0', '1']","['294.66666666666663', '114.0', '1']","['221.33333333333331', '140.66666666666666', '1']","['308.0', '150.66666666666666', '1']","['248.66666666666666', '120.66666666666666', '1']","['282.0', '150.0', '1']","['234.0', '188.0', '1']","['290.66666666666663', '187.33333333333331', '1']","['243.33333333333331', '258.0', '1']","['278.0', '256.66666666666663', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",7
"['327.3333333333333', '40.666666666666664', '1']","['318.0', '73.33333333333333', '1']","['347.3333333333333', '69.33333333333333', '1']","['318.66666666666663', '103.33333333333333', '0']","['350.0', '98.0', '1']","['314.66666666666663', '112.0', '0']","['330.0', '104.66666666666666', '1']","['324.0', '126.0', '1']","['342.0', '128.0', '1']","['318.0', '159.33333333333331', '1']","['351.3333333333333', '158.0', '1']","['315.3333333333333', '202.66666666666666', '1']","['378.66666666666663', '203.33333333333331', '1']",7
"['213.75', '79.5', '1']","['192.0', '98.25', '1']","['222.0', '100.5', '1']","['188.25', '125.25', '1']","['222.75', '124.5', '1']","['207.0', '137.25', '1']","['231.75', '136.5', '0']","['192.0', '149.25', '1']","['214.5', '153.75', '0']","['198.0', '176.25', '1']","['215.25', '169.5', '1']","['190.5', '210.75', '1']","['210.0', '202.5', '1']",7
"['316', '99', '1']","['313', '125', '1']","['334', '126', '1']","['314', '153', '0']","['339', '152', '1']","['312', '165', '1']","['312', '154', '1']","['325', '170', '1']","['350', '164', '1']","['317', '200', '1']","['340', '206', '1']","['322', '232', '1']","['362', '238', '1']",7
